id,event_code,team_id,match_id,practice_match,position,auto_leave,auto_speaker_score,auto_speaker_miss,auto_amp_score,auto_amp_miss,auto_wing_amp_acq,auto_wing_mid_acq,auto_wing_stage_acq,auto_center_1_amp_acq,auto_center_2_acq,auto_center_3_acq,auto_center_4_acq,auto_center_5_tbl_acq,auto_stop,tele_speaker_score,tele_speaker_miss,tele_amp_score,tele_amp_miss,floor_pickup,chute_direct,stage_park,stage_attempt_failed,stage_onstage,harmony_attempt_failed,harmony_success,trap_note_score,trap_note_miss,chain_mobility,dropped_gp_count,feed_count,defense,foul_count,yellow_card,red_card,no_show,no_show_w_rep,notes,timestamp
1825,NEWTON,5614,64,0,"Blue 3",1,2,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,"lofted until midway through; two notes got stuck in intake so switched to defense bot","2024-04-19 14:48:07"
1844,NEWTON,1323,64,0,"Red 1",1,4,0,0,0,1,1,1,0,0,0,0,0,0,5,0,2,0,1,0,0,0,1,0,0,1,0,0,0,6,0,0,0,0,0,0,,"2024-04-19 14:48:17"
1780,NEWTON,1189,64,0,"Red 2",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,"Could lob shots and spent most of the match doing so, could be defended fairly easily.","2024-04-19 14:47:21"
1793,NEWTON,3620,65,0,"Red 3",1,2,0,0,0,1,1,0,0,0,0,0,0,0,4,1,2,1,1,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,,"2024-04-19 14:47:53"
1799,NEWTON,8048,65,0,"Blue 1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,1,0,0,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0,,"2024-04-19 14:47:59"
1816,NEWTON,3472,65,0,"Blue 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"2024-04-19 14:48:02"
1827,NEWTON,3015,65,0,"Blue 3",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Non-functional,"2024-04-19 14:48:07"
1845,NEWTON,1629,65,0,"Red 1",1,3,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,"Auto data may not be accurate as tablet died","2024-04-19 14:48:18"
1781,NEWTON,9401,65,0,"Red 2",1,3,0,0,0,0,0,0,1,1,0,0,0,0,5,0,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Good cleanup bot, had some troubles with notes close to walls","2024-04-19 14:47:21"
1794,NEWTON,6919,66,0,"Red 3",1,2,1,0,0,0,1,1,0,0,0,0,0,0,4,1,3,1,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,"they take the notes the other Alliance lofted","2024-04-19 14:47:54"
1800,NEWTON,4039,66,0,"Blue 1",1,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,,"2024-04-19 14:47:59"
1818,NEWTON,7565,66,0,"Blue 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,"will loft pretty close to speaker","2024-04-19 14:48:03"
1829,NEWTON,85,66,0,"Blue 3",1,1,2,0,0,0,0,0,0,0,1,0,0,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,"Can loft","2024-04-19 14:48:07"
1846,NEWTON,369,66,0,"Red 1",1,0,1,0,0,0,0,0,0,0,0,0,1,0,3,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,"2024-04-19 14:48:18"
1782,NEWTON,5914,66,0,"Red 2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Most jittery robot I have ever seen, took their hook out for a dog walking","2024-04-19 14:47:22"
1795,NEWTON,9602,67,0,"Red 3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,"Lofted 10 notes but didn't do anything else other than loft notes plus the auto didn't work because a note fell out of the shooter and fell in the robot","2024-04-19 14:47:55"
1802,NEWTON,58,67,0,"Blue 1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,"2024-04-19 14:47:59"
1819,NEWTON,3414,67,0,"Blue 2",0,3,0,0,0,0,1,0,0,0,0,0,0,0,11,0,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,"2024-04-19 14:48:04"
1831,NEWTON,2910,67,0,"Blue 3",1,3,1,0,0,0,0,0,1,1,1,0,0,0,4,1,0,0,1,0,0,0,1,0,0,0,0,0,0,14,0,0,0,0,0,0,"Can loft","2024-04-19 14:48:08"
1847,NEWTON,6191,67,0,"Red 1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Shooter issues","2024-04-19 14:48:18"
1783,NEWTON,294,67,0,"Red 2",1,1,3,0,0,1,1,1,0,1,0,0,0,0,11,4,2,0,1,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,"Super inaccurate clean up bot incapable of scoring amp","2024-04-19 14:47:23"
1797,NEWTON,2767,68,0,"Red 3",0,3,0,0,0,0,0,0,0,0,0,1,1,0,4,1,0,0,1,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,,"2024-04-19 14:47:58"
1804,NEWTON,7605,68,0,"Blue 1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,,"2024-04-19 14:47:59"
1820,NEWTON,836,68,0,"Blue 2",0,2,0,0,0,0,1,1,0,0,0,0,0,0,5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,,"2024-04-19 14:48:04"
1832,NEWTON,2974,68,0,"Blue 3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"died in auto ?","2024-04-19 14:48:09"
1848,NEWTON,316,68,0,"Red 1",1,3,0,0,0,0,0,0,1,1,0,0,0,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,,"2024-04-19 14:48:18"
1784,NEWTON,4779,68,0,"Red 2",1,4,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,15,0,0,0,0,0,0,"Good lofter, dunno a out anything else","2024-04-19 14:47:23"
1801,NEWTON,1156,69,0,"Red 3",1,2,0,0,0,0,0,1,0,0,0,0,0,0,10,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Did all the scoring and amp for the Alliance","2024-04-19 14:47:59"
1806,NEWTON,3196,69,0,"Blue 1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"2024-04-19 14:48:00"
1821,NEWTON,610,69,0,"Blue 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"2024-04-19 14:48:05"
1833,NEWTON,4607,69,0,"Blue 3",1,1,0,0,0,0,0,0,0,0,1,0,0,0,6,3,1,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,"Can loft","2024-04-19 14:48:09"
1849,NEWTON,111,69,0,"Red 1",1,2,1,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,,"2024-04-19 14:48:18"
1785,NEWTON,1797,69,0,"Red 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,"Pretty slow lofter, not great chute intake","2024-04-19 14:47:24"
1803,NEWTON,359,70,0,"Red 3",1,3,1,0,0,1,1,0,0,1,0,0,0,0,8,2,9,0,1,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,"Very fast with the amp and speaker shots","2024-04-19 14:47:59"
1808,NEWTON,3008,70,0,"Blue 1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,"2024-04-19 14:48:00"
1822,NEWTON,5472,70,0,"Blue 2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,"2024-04-19 14:48:06"
1834,NEWTON,9613,70,0,"Blue 3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"poor mobility","2024-04-19 14:48:10"
1850,NEWTON,3476,70,0,"Red 1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,1,0,0,1,0,0,0,11,0,0,0,0,0,0,,"2024-04-19 14:48:19"
1786,NEWTON,6014,70,0,"Red 2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,"Smashed into just about every structure on the field, not good intake, kinda slow","2024-04-19 14:47:25"
1805,NEWTON,4392,71,0,"Red 3",1,3,0,0,0,0,0,0,0,1,1,0,0,0,4,0,1,0,1,1,1,1,0,0,0,0,0,0,1,5,0,0,0,0,0,0,,"2024-04-19 14:48:00"
1811,NEWTON,8780,71,0,"Blue 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Took too long collecting notes, slow at shooting, no auto","2024-04-19 14:48:00"
1824,NEWTON,1778,71,0,"Blue 2",0,0,0,2,0,1,0,0,0,0,0,0,0,0,4,0,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"2024-04-19 14:48:06"
1835,NEWTON,7748,71,0,"Blue 3",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Non functional for first half","2024-04-19 14:48:11"
1851,NEWTON,5933,71,0,"Red 1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,"2024-04-19 14:48:19"
1787,NEWTON,1025,71,0,"Red 2",1,1,3,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,1,0,0,1,7,0,0,0,0,0,0,"Good at lofting, pretty quick trap","2024-04-19 14:47:26"
1807,NEWTON,3504,72,0,"Red 3",1,1,1,0,0,0,0,1,0,0,0,0,0,0,3,1,4,0,1,0,0,0,1,0,0,0,0,0,0,1,0,5,0,0,0,0,"Foul on the! for two notes at once","2024-04-19 14:48:00"
1814,NEWTON,3473,72,0,"Blue 1",0,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Focused on moving notes to other side of the field, can do a little of everything","2024-04-19 14:48:01"
1826,NEWTON,1891,72,0,"Blue 2",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"2024-04-19 14:48:07"
1836,NEWTON,1880,72,0,"Blue 3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"2024-04-19 14:48:11"
1852,NEWTON,6366,72,0,"Red 1",1,1,1,0,0,0,0,0,1,0,0,0,0,0,10,1,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,"2024-04-19 14:48:19"
1788,NEWTON,3663,72,0,"Red 2",1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0,"Really good low loft, fast, good cycles","2024-04-19 14:47:28"
1810,NEWTON,3478,73,0,"Red 3",0,3,0,0,0,0,1,0,0,1,1,0,0,0,9,0,3,1,1,0,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,"Very accurate shots and fast drive","2024-04-19 14:48:00"
1815,NEWTON,9475,73,0,"Blue 1",0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Brought notes to other side of the field, that's about it","2024-04-19 14:48:02"
1828,NEWTON,5985,73,0,"Blue 2",0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,"2024-04-19 14:48:07"
1837,NEWTON,888,73,0,"Blue 3",0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,1,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,"2024-04-19 14:48:12"
1853,NEWTON,4329,73,0,"Red 1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,,"2024-04-19 14:48:20"
1789,NEWTON,3937,73,0,"Red 2",1,0,3,0,0,0,0,0,1,1,1,0,0,0,5,0,0,0,1,0,0,0,1,0,0,0,1,0,0,9,0,0,0,0,0,0,"Mainly fed notes, only scored a few, but they are able to cycle to amplified speaker","2024-04-19 14:47:28"
1813,NEWTON,254,74,0,"Red 3",1,2,0,0,0,0,0,0,1,1,0,0,0,0,5,1,5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"Their human player scored high note","2024-04-19 14:48:00"
1817,NEWTON,59,74,0,"Blue 1",1,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"Focused on moving notes to other side of the field, did a little of everything","2024-04-19 14:48:03"
1830,NEWTON,5804,74,0,"Blue 2",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,,"2024-04-19 14:48:08"
1838,NEWTON,9477,74,0,"Blue 3",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Try to defense in early game","2024-04-19 14:48:12"
1854,NEWTON,7111,74,0,"Red 1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,,"2024-04-19 14:48:21"
1790,NEWTON,9609,74,0,"Red 2",1,4,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,"Lofted to cheesy poofs for the entire match, pretty good lofter but easily defended","2024-04-19 14:47:28"
1855,NEWTON,9495,75,0,"Blue 3",1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,"2024-04-19 15:54:24"
1862,NEWTON,4130,75,0,"Blue 2",0,2,0,0,0,1,1,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,,"2024-04-19 15:54:31"
1866,NEWTON,6429,75,0,"Red 1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,"Awful defense,  no push power, foul racker, interacted with no notes, drive issues?","2024-04-19 15:54:33"
1882,NEWTON,3339,75,0,"Red 2",1,3,2,0,0,0,1,0,1,1,1,0,0,0,5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,"Fast and does not miss, one miss due to teammate but moment","2024-04-19 15:54:37"
1883,NEWTON,3354,75,0,"Blue 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Was super slow, and looked like it was malfunctioning the entire match","2024-04-19 15:54:37"
1905,NEWTON,8393,75,0,"Red 3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"not great at clean up takes a while to score","2024-04-19 15:55:49"
1856,NEWTON,3506,76,0,"Blue 3",1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,"Can loft, one note got fail to shoot and stuck on the robot","2024-04-19 15:54:25"
1863,NEWTON,2974,76,0,"Blue 2",0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"2024-04-19 15:54:31"
1869,NEWTON,5024,76,0,"Red 1",1,2,2,0,0,1,1,1,0,0,0,0,0,0,6,2,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"insane when lofted to, great cleanup, plays defense while waiting for note","2024-04-19 15:54:33"
1885,NEWTON,6919,76,0,"Red 2",1,3,0,0,0,1,0,0,1,0,0,0,0,0,4,4,0,0,1,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,"Has to be right up against the speaker to shoot","2024-04-19 15:54:37"
1886,NEWTON,9401,76,0,"Blue 1",0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Launched notes to other side of field, would go to score ever so often","2024-04-19 15:54:38"
1906,NEWTON,4039,76,0,"Red 3",1,1,1,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,1,0,0,0,1,0,0,1,0,0,1,9,0,0,0,0,0,0,"Fast loft possibly good cleanup pretty slow trap","2024-04-19 15:55:49"
1857,NEWTON,3196,77,0,"Blue 3",0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,"2024-04-19 15:54:26"
1864,NEWTON,369,77,0,"Blue 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"2024-04-19 15:54:32"
1871,NEWTON,2767,77,0,"Red 1",1,4,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,"Stopped responding mid-match otherwise insane loft bot, susceptible to defense","2024-04-19 15:54:34"
1887,NEWTON,1323,77,0,"Blue 1",0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"Only relocated notes to the other side of the field, great auto, good and fast","2024-04-19 15:54:38"
1888,NEWTON,58,77,0,"Red 2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"A good alliance player","2024-04-19 15:54:38"
1907,NEWTON,3015,77,0,"Red 3",1,2,0,0,0,0,0,0,0,0,0,1,0,0,4,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Got a note stuck but played good cleanup before that","2024-04-19 15:55:49"
1858,NEWTON,6014,78,0,"Blue 3",1,3,0,0,0,1,1,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,"So inaccurate","2024-04-19 19:34:42"
1865,NEWTON,6191,78,0,"Blue 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Defender,"2024-04-19 19:34:35"
1873,NEWTON,7605,78,0,"Red 1",1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,"Awful, bad drive, took forever in source","2024-04-19 19:34:32"
1890,NEWTON,1189,78,0,"Blue 1",1,2,2,0,0,0,0,0,0,0,0,1,1,0,2,0,4,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,,"2024-04-19 19:35:30"
1891,NEWTON,610,78,0,"Red 2",1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,6,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Good chute intake, mediocre cycler","2024-04-19 19:34:35"
1908,NEWTON,3472,78,0,"Red 3",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Stopped responding mid-match","2024-04-19 19:34:46"
1859,NEWTON,5933,79,0,"Blue 3",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"Can,t pick notes up from floor became defend","2024-04-19 15:54:28"
1868,NEWTON,1156,79,0,"Blue 2",0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,,"2024-04-19 15:54:33"
1876,NEWTON,294,79,0,"Red 1",1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0,0,0,"Insane loft shot","2024-04-19 15:54:36"
1893,NEWTON,1629,79,0,"Blue 1",1,2,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,"good at passing and speaker","2024-04-19 15:54:39"
1894,NEWTON,316,79,0,"Red 2",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,"2024-04-19 15:54:39"
1909,NEWTON,359,79,0,"Red 3",1,4,1,0,0,1,1,1,0,0,1,0,0,0,5,1,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"Very broken got a note stuck","2024-04-19 15:55:50"
1860,NEWTON,3476,80,0,"Blue 3",1,1,1,0,0,0,0,1,0,0,1,0,0,0,8,1,5,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,"2024-04-19 15:54:29"
1870,NEWTON,3008,80,0,"Blue 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,"2024-04-19 15:54:34"
1879,NEWTON,9602,80,0,"Red 1",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Terrible drive, slow, forever to line up","2024-04-19 15:54:36"
1895,NEWTON,6366,80,0,"Blue 1",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,,"2024-04-19 15:54:40"
1896,NEWTON,7565,80,0,"Red 2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"They prefer to pickup with chute","2024-04-19 15:54:40"
1910,NEWTON,8780,80,0,"Red 3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,"Slow bot bad driver no amp no climb bad speaker bad loft do not pick","2024-04-19 15:55:50"
1861,NEWTON,7748,81,0,"Blue 3",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Having difficulty picking notes from floor, robot really unstable,could tip off","2024-04-19 15:54:29"
1872,NEWTON,2341,81,0,"Blue 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,"2024-04-19 15:54:35"
1881,NEWTON,5614,81,0,"Red 1",1,3,0,0,0,0,0,0,0,0,0,1,1,0,3,1,0,0,1,1,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,"Insane loft cycle, a little trouble knowing if it has a note","2024-04-19 15:54:37"
1897,NEWTON,4607,81,0,"Blue 1",1,4,0,0,0,1,1,1,0,0,0,0,0,0,2,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"2024-04-19 15:54:41"
1898,NEWTON,1778,81,0,"Red 2",1,3,0,0,0,0,0,0,1,1,1,0,0,0,6,0,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Very fast and agile they scored well and where not feed","2024-04-19 15:54:41"
1911,NEWTON,3937,81,0,"Red 3",1,3,1,0,0,1,1,1,0,0,0,0,0,0,5,0,3,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"Good cycle trap good driver","2024-04-19 15:55:51"
1867,NEWTON,3473,82,0,"Blue 3",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,,"2024-04-19 15:54:33"
1874,NEWTON,3478,82,0,"Blue 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,1,1,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,,"2024-04-19 15:54:36"
1884,NEWTON,4392,82,0,"Red 1",1,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,11,0,0,0,0,0,0,"Great low loft cycle, needs to intake notes a certain way","2024-04-19 15:54:37"
1899,NEWTON,6443,82,0,"Blue 1",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,"2024-04-19 15:54:41"
1900,NEWTON,254,82,0,"Red 2",1,3,0,0,0,1,0,0,1,0,0,0,0,0,9,0,0,0,1,0,0,0,1,0,0,1,0,0,0,11,0,0,0,0,0,0,,"2024-04-19 15:54:41"
1912,NEWTON,8048,82,0,"Red 3",1,2,0,0,0,0,0,0,0,0,0,0,1,0,9,1,9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Good cleanup could be SW only","2024-04-19 15:55:51"
1875,NEWTON,5914,83,0,"Blue 3",0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"2024-04-19 15:54:36"
1877,NEWTON,3620,83,0,"Blue 2",0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,,"2024-04-19 15:54:36"
1889,NEWTON,9495,83,0,"Red 1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,"Low loft","2024-04-19 15:54:39"
